seg_id,road_class,district,inc_tier,cov_frac,n_img,recent_share,covered
H-52631,Arterial,B,$50-100k,0.0,0,,False
H-52632,Arterial,B,$50-100k,0.2,24,0.0,False
H-52634,Local street,B,Under $50k,0.0,0,,False
H-52635,Local street,E,$50-100k,1.0,30,0.0,True
H-52636,Collector,E,$50-100k,1.0,43,0.0,True
H-52637,Local street,B,Under $50k,0.8,34,0.0,True
H-52638,Major arterial,E,$50-100k,0.8,66,0.0,True
H-52639,Local street,E,Under $50k,0.2,6,0.0,False
H-52640,Major arterial,E,Under $50k,0.5,35,0.0,True
H-52641,Local street,B,Under $50k,0.0,0,,False
H-52642,Local street,B,Under $50k,0.16666666666666666,10,0.0,False
H-52643,Local street,B,Under $50k,0.16666666666666666,20,0.0,False
H-52644,Local street,B,Under $50k,0.0,0,,False
H-52645,Local street,B,Under $50k,0.16666666666666666,21,0.0,False
H-52649,Local street,B,Under $50k,0.0,0,,False
H-52650,Local street,B,Under $50k,0.0,0,,False
H-52651,Collector,B,Under $50k,0.0,0,,False
H-52652,Local street,B,Under $50k,0.0,0,,False
H-52653,Collector,B,Under $50k,0.0,0,,False
H-52654,Collector,B,Under $50k,0.0,0,,False
H-52655,Local street,B,Under $50k,0.0,0,,False
H-52656,Local street,B,Under $50k,0.0,0,,False
H-52657,Collector,B,Under $50k,0.25,10,0.0,False
H-52658,Local street,B,Under $50k,0.0,0,,False
H-52659,Collector,B,Under $50k,0.0,0,,False
H-52660,Local street,B,Under $50k,0.0,0,,False
H-52661,Collector,B,Under $50k,0.0,0,,False
H-52665,Local street,B,Under $50k,0.0,0,,False
H-52666,Local street,B,Under $50k,0.0,0,,False
H-52668,Local street,B,,0.0,0,,False
H-52669,Local street,B,,0.0,0,,False
H-52670,Local street,B,,0.0,0,,False
H-52671,Local street,B,,0.0,0,,False
H-52672,Local street,B,,0.0,0,,False
H-52673,Local street,B,,0.0,0,,False
H-52674,Local street,B,,0.0,0,,False
H-52675,Local street,B,,0.0,0,,False
H-52676,Local street,E,$150k+,0.0,0,,False
H-52677,Local street,B,Under $50k,0.0,0,,False
H-52678,Local street,B,Under $50k,0.0,0,,False
H-52679,Local street,B,Under $50k,1.0,44,0.0,True
H-52680,Local street,B,Under $50k,1.0,37,0.0,True
H-52681,Collector,B,$50-100k,0.3333333333333333,9,0.0,False
H-52682,Local street,B,$50-100k,0.25,9,0.0,False
H-52683,Local street,E,$100-150k,1.0,40,0.0,True
H-52684,Local street,E,$100-150k,1.0,133,0.0,True
H-52685,Local street,E,$100-150k,0.25,8,0.0,False
H-52686,Local street,E,$100-150k,0.0,0,,False
H-52687,Local street,E,$100-150k,0.25,11,0.0,False
H-52688,Local street,B,$50-100k,1.0,91,0.4725274725274725,True
H-52689,Collector,B,Under $50k,1.0,337,0.26409495548961426,True
H-52690,Collector,B,Under $50k,1.0,349,0.5845272206303725,True
H-52691,Collector,B,Under $50k,1.0,226,0.10176991150442478,True
H-52692,Collector,B,Under $50k,1.0,254,0.09055118110236221,True
H-52693,Collector,B,Under $50k,1.0,263,0.2813688212927757,True
H-52694,Collector,B,Under $50k,1.0,210,0.6142857142857143,True
H-52696,Local street,B,Under $50k,0.0,0,,False
H-52697,Local street,B,Under $50k,0.0,0,,False
H-52698,Local street,B,Under $50k,0.0,0,,False
H-52699,Collector,H,Under $50k,1.0,20,0.0,True
H-52700,Collector,H,Under $50k,1.0,34,0.0,True
H-52702,Local street,B,$50-100k,1.0,56,0.0,True
H-52703,Collector,B,$50-100k,1.0,47,0.0,True
H-52704,Collector,B,$50-100k,1.0,59,0.0,True
H-52705,Arterial,B,$50-100k,1.0,90,0.0,True
H-52706,Arterial,B,$50-100k,1.0,87,0.0,True
H-52708,Collector,B,$50-100k,0.8333333333333334,65,0.0,True
H-52709,Local street,E,$50-100k,0.0,0,,False
H-52710,Local street,E,$50-100k,0.0,0,,False
H-52711,Local street,E,$50-100k,0.0,0,,False
H-52712,Local street,E,$50-100k,0.0,0,,False
H-52713,Local street,E,$50-100k,0.2,9,0.0,False
H-52714,Local street,E,$50-100k,0.0,0,,False
H-52715,Local street,E,$50-100k,0.0,0,,False
H-52716,Local street,E,$50-100k,0.0,0,,False
H-52717,Local street,B,Under $50k,1.0,61,0.0,True
H-52718,Local street,B,Under $50k,1.0,161,0.0,True
H-52719,Local street,B,Under $50k,1.0,84,0.0,True
H-52720,Local street,B,Under $50k,1.0,31,0.0,True
H-52721,Local street,B,Under $50k,1.0,37,0.0,True
H-52723,Local street,H,$50-100k,0.0,0,,False
H-52724,Local street,H,$50-100k,0.0,0,,False
H-52725,Collector,H,Under $50k,0.0,0,,False
H-52726,Collector,H,Under $50k,0.0,0,,False
H-52727,Collector,H,$50-100k,0.0,0,,False
H-52728,Local street,H,$50-100k,0.0,0,,False
H-52729,Collector,H,$50-100k,0.0,0,,False
H-52730,Collector,H,$50-100k,0.0,0,,False
H-52731,Collector,H,Under $50k,0.0,0,,False
H-52733,Collector,H,Under $50k,0.2,26,0.0,False
H-52734,Collector,H,Under $50k,0.0,0,,False
H-52736,Local street,H,$50-100k,1.0,64,0.0,True
H-52737,Local street,H,$50-100k,1.0,55,0.0,True
H-52738,Local street,H,$50-100k,1.0,147,0.0,True
H-52739,Collector,H,$50-100k,1.0,142,0.0,True
H-52740,Local street,H,$50-100k,1.0,52,0.0,True
H-52741,Local street,E,$100-150k,1.0,54,0.0,True
H-52742,Local street,E,$100-150k,1.0,40,0.0,True
H-52743,Local street,E,$100-150k,1.0,51,0.0,True
H-52744,Local street,E,$100-150k,1.0,39,0.0,True
H-52745,Local street,E,$100-150k,1.0,64,0.0,True
H-52746,Local street,E,$100-150k,1.0,40,0.0,True
H-52747,Local street,E,$100-150k,1.0,23,0.0,True
H-52749,Local street,E,$100-150k,0.0,0,,False
H-52752,Local street,E,$100-150k,0.0,0,,False
H-52753,Local street,E,$50-100k,0.0,0,,False
H-52755,Local street,E,$100-150k,0.0,0,,False
H-52756,Local street,E,$50-100k,0.0,0,,False
H-52757,Local street,B,Under $50k,0.0,0,,False
H-52758,Local street,B,Under $50k,0.0,0,,False
H-52759,Local street,B,Under $50k,0.0,0,,False
H-52760,Local street,B,$50-100k,0.0,0,,False
H-52761,Local street,B,$50-100k,0.0,0,,False
H-52762,Local street,B,$50-100k,0.0,0,,False
H-52763,Local street,B,$50-100k,0.0,0,,False
H-52764,Local street,B,$50-100k,0.0,0,,False
H-52765,Local street,B,$50-100k,0.0,0,,False
H-52766,Local street,B,$50-100k,0.0,0,,False
H-52767,Local street,B,$50-100k,0.0,0,,False
H-52768,Local street,B,$50-100k,0.0,0,,False
H-52769,Local street,B,$50-100k,0.0,0,,False
H-52770,Local street,B,$50-100k,0.0,0,,False
H-52771,Local street,B,$50-100k,0.0,0,,False
H-52772,Local street,B,$50-100k,0.0,0,,False
H-52773,Local street,B,$50-100k,0.0,0,,False
H-52774,Local street,B,$50-100k,0.0,0,,False
H-52775,Local street,B,$50-100k,0.0,0,,False
H-52776,Local street,B,$50-100k,0.0,0,,False
H-52777,Local street,B,$50-100k,0.0,0,,False
H-52778,Local street,B,$50-100k,0.0,0,,False
H-52779,Local street,B,$50-100k,0.0,0,,False
H-52780,Local street,B,$50-100k,0.0,0,,False
H-52781,Local street,B,$50-100k,0.0,0,,False
H-52783,Local street,E,$100-150k,0.0,0,,False
H-52784,Local street,E,$100-150k,0.0,0,,False
H-52785,Local street,B,,0.0,0,,False
H-52786,Local street,B,,0.0,0,,False
H-52788,Local street,E,$50-100k,0.0,0,,False
H-52789,Local street,E,$50-100k,0.0,0,,False
H-52790,Local street,B,,1.0,91,0.0,True
H-52791,Collector,B,,1.0,46,0.0,True
H-52792,Collector,B,,1.0,45,0.0,True
H-52793,Local street,B,Under $50k,1.0,36,0.0,True
H-52794,Local street,B,Under $50k,1.0,56,0.0,True
H-52795,Local street,B,,1.0,51,0.0,True
H-52796,Local street,E,$100-150k,0.0,0,,False
H-52798,Local street,E,$100-150k,0.6666666666666666,18,0.0,True
H-52799,Local street,E,$150k+,1.0,40,0.0,True
H-52800,Local street,E,$150k+,1.0,49,0.0,True
H-52801,Local street,E,$150k+,1.0,58,0.0,True
H-52802,Local street,E,$150k+,1.0,31,0.0,True
H-52803,Local street,E,$150k+,1.0,45,0.0,True
H-52804,Local street,E,$150k+,1.0,55,0.0,True
H-52805,Local street,E,$50-100k,1.0,56,0.0,True
H-52806,Local street,E,$50-100k,1.0,41,0.0,True
H-52807,Local street,E,$50-100k,1.0,51,0.0,True
H-52808,Local street,E,$50-100k,1.0,53,0.0,True
H-52809,Local street,E,$50-100k,1.0,47,0.0,True
H-52810,Local street,E,$50-100k,1.0,41,0.0,True
H-52811,Local street,E,$50-100k,1.0,57,0.0,True
H-52812,Collector,B,Under $50k,0.0,0,,False
H-52813,Collector,B,Under $50k,0.0,0,,False
H-52814,Local street,B,Under $50k,0.0,0,,False
H-52815,Local street,E,$150k+,1.0,197,0.0,True
H-52816,Local street,E,$150k+,1.0,53,0.0,True
H-52817,Local street,E,$100-150k,1.0,42,0.0,True
H-52818,Local street,E,$100-150k,1.0,20,0.0,True
H-52819,Local street,E,$100-150k,1.0,69,0.0,True
H-52820,Local street,E,$100-150k,1.0,20,0.0,True
H-52821,Local street,E,$100-150k,1.0,60,0.0,True
H-52822,Local street,E,$100-150k,1.0,26,0.0,True
H-52823,Collector,B,Under $50k,1.0,127,0.0,True
H-52825,Minor street,B,Under $50k,1.0,98,0.0,True
H-52827,Collector,B,Under $50k,0.0,0,,False
H-52829,Collector,B,Under $50k,0.0,0,,False
H-52835,Collector,B,Under $50k,0.0,0,,False
H-52836,Collector,B,Under $50k,0.0,0,,False
H-52839,Collector,B,Under $50k,1.0,61,0.0,True
H-52849,Local street,B,$50-100k,0.0,0,,False
H-52850,Collector,B,$50-100k,0.0,0,,False
H-52852,Local street,B,$50-100k,0.0,0,,False
H-52853,Local street,B,$50-100k,0.0,0,,False
H-52854,Local street,B,$50-100k,0.0,0,,False
H-52855,Collector,B,$50-100k,0.0,0,,False
H-52856,Collector,B,$50-100k,0.3333333333333333,22,0.0,False
H-52857,Local street,B,$50-100k,0.0,0,,False
H-52858,Local street,B,$50-100k,0.0,0,,False
H-52859,Local street,B,$50-100k,0.0,0,,False
H-52860,Local street,B,$50-100k,0.0,0,,False
H-52861,Local street,B,$50-100k,0.0,0,,False
H-52862,Local street,B,$50-100k,0.0,0,,False
H-52863,Local street,B,$50-100k,0.0,0,,False
H-52864,Local street,B,$50-100k,0.0,0,,False
H-52865,Arterial,B,$50-100k,1.0,72,0.0,True
H-52866,Arterial,B,$50-100k,1.0,73,0.0,True
H-52867,Local street,E,Under $50k,0.0,0,,False
H-52868,Local street,E,Under $50k,0.0,0,,False
H-52869,Local street,E,Under $50k,0.0,0,,False
H-52870,Local street,B,Under $50k,0.3333333333333333,22,0.0,False
H-52871,Local street,H,$50-100k,0.0,0,,False
H-52872,Local street,E,$100-150k,1.0,118,0.0,True
H-52873,Local street,E,$100-150k,1.0,53,0.0,True
H-52874,Local street,E,$100-150k,0.6,30,0.0,True
H-52875,Local street,E,$100-150k,1.0,88,0.0,True
H-52876,Local street,E,$100-150k,1.0,55,0.0,True
H-52877,Local street,E,$100-150k,1.0,43,0.0,True
H-52878,Local street,E,$100-150k,1.0,60,0.0,True
H-52879,Local street,E,$100-150k,1.0,121,0.0,True
H-52880,Local street,E,$100-150k,1.0,55,0.0,True
H-52881,Local street,E,$100-150k,1.0,59,0.0,True
H-52882,Local street,E,$100-150k,1.0,153,0.0,True
H-52883,Local street,E,$100-150k,1.0,55,0.0,True
H-52884,Local street,E,$100-150k,1.0,157,0.0,True
H-52885,Local street,H,,1.0,99,0.0,True
H-52886,Local street,H,,1.0,143,0.0,True
H-52887,Local street,H,,1.0,101,0.0,True
H-52888,Local street,H,,1.0,103,0.0,True
H-52889,Local street,H,,1.0,97,0.0,True
H-52890,Local street,H,,1.0,101,0.0,True
H-52891,Local street,H,,1.0,80,0.0,True
H-52892,Local street,H,,1.0,109,0.0,True
H-52893,Local street,H,,1.0,83,0.0,True
H-52894,Local street,H,,1.0,100,0.0,True
H-52895,Local street,H,,1.0,77,0.0,True
H-52896,Local street,H,,1.0,114,0.07894736842105263,True
H-52897,Local street,H,,1.0,129,0.0,True
H-52898,Local street,H,,1.0,120,0.0,True
H-52899,Local street,H,Under $50k,1.0,86,0.0,True
H-52900,Collector,H,Under $50k,1.0,35,0.0,True
H-52901,Collector,H,,1.0,52,0.0,True
H-52902,Local street,H,Under $50k,1.0,53,0.0,True
H-52903,Local street,H,Under $50k,1.0,70,0.0,True
H-52904,Local street,H,Under $50k,0.25,16,0.0,False
H-52905,Local street,H,,1.0,174,0.0,True
H-52906,Local street,H,,1.0,79,0.0,True
H-52907,Collector,H,,1.0,71,0.0,True
H-52908,Local street,B,Under $50k,0.4,45,0.0,False
H-52925,Local street,B,$50-100k,0.0,0,,False
H-52926,Local street,B,$50-100k,0.0,0,,False
H-52927,Arterial,B,$50-100k,1.0,64,0.0,True
H-52928,Local street,B,$50-100k,0.0,0,,False
H-52929,Local street,B,$50-100k,0.0,0,,False
H-52930,Local street,B,$50-100k,0.0,0,,False
H-52931,Local street,B,$50-100k,0.25,23,0.0,False
H-52932,Collector,B,$50-100k,0.0,0,,False
H-52933,Collector,B,$50-100k,0.0,0,,False
H-52941,Arterial,H,Under $50k,1.0,107,0.0,True
H-52942,Arterial,H,$50-100k,1.0,129,0.0,True
H-52946,Arterial,H,Under $50k,1.0,99,0.0,True
H-52948,Local street,H,,0.3333333333333333,12,0.0,False
H-52949,Local street,H,,1.0,64,0.0,True
H-52950,Local street,H,,1.0,71,0.0,True
H-52951,Collector,H,,1.0,40,0.0,True
H-52952,Collector,H,,1.0,70,0.0,True
H-52955,Local street,E,$100-150k,1.0,34,0.0,True
H-52956,Local street,E,$100-150k,1.0,31,0.0,True
H-52957,Local street,E,$100-150k,1.0,108,0.0,True
H-52958,Major arterial,B,$50-100k,1.0,68,0.0,True
H-52959,Arterial,B,$50-100k,1.0,155,0.0,True
H-52960,Major arterial,B,Under $50k,1.0,44,0.0,True
H-52961,Local street,H,$50-100k,1.0,45,0.0,True
H-52962,Local street,H,$50-100k,1.0,52,0.0,True
H-52963,Collector,H,$50-100k,1.0,83,0.0,True
H-52973,Local street,B,,0.0,0,,False
H-52974,Local street,B,,0.0,0,,False
H-52975,Local street,B,,0.0,0,,False
H-52976,Local street,B,Under $50k,0.0,0,,False
H-52977,Local street,B,Under $50k,0.5,20,0.0,True
H-52978,Local street,B,,0.14285714285714285,12,0.0,False
H-52979,Local street,B,Under $50k,0.0,0,,False
H-52980,Local street,B,,0.0,0,,False
H-52981,Local street,B,,0.14285714285714285,11,0.0,False
H-52982,Local street,E,$50-100k,0.0,0,,False
H-52983,Local street,E,$100-150k,1.0,36,0.0,True
H-52984,Local street,E,$100-150k,1.0,80,0.0,True
H-52985,Local street,E,$100-150k,1.0,45,0.0,True
H-52986,Local street,E,$100-150k,1.0,75,0.0,True
H-52987,Local street,E,$100-150k,1.0,45,0.0,True
H-52988,Collector,E,$100-150k,1.0,107,0.0,True
H-52989,Local street,B,$50-100k,0.0,0,,False
H-52990,Local street,B,$50-100k,0.0,0,,False
H-52991,Local street,B,$50-100k,0.0,0,,False
H-52992,Local street,B,$50-100k,0.0,0,,False
H-52993,Local street,B,$50-100k,0.0,0,,False
H-52994,Local street,B,$50-100k,0.0,0,,False
H-52995,Local street,B,$50-100k,0.0,0,,False
H-52997,Local street,B,Under $50k,0.0,0,,False
H-52999,Local street,B,,0.0,0,,False
H-53002,Local street,H,$150k+,0.0,0,,False
H-53003,Local street,H,$150k+,0.0,0,,False
H-53004,Local street,H,$150k+,0.0,0,,False
H-53005,Local street,H,$150k+,0.0,0,,False
H-53006,Local street,H,$150k+,0.0,0,,False
H-53007,Local street,H,$150k+,0.0,0,,False
H-53014,Local street,H,Under $50k,0.0,0,,False
H-53015,Local street,H,Under $50k,0.2,21,0.0,False
H-53016,Local street,H,Under $50k,0.0,0,,False
H-53017,Local street,H,Under $50k,0.25,23,0.0,False
H-53030,Local street,B,$50-100k,0.16666666666666666,22,0.0,False
H-53033,Arterial,B,$50-100k,1.0,29,0.0,True
H-53035,Local street,B,Under $50k,0.0,0,,False
H-53036,Collector,B,Under $50k,0.0,0,,False
H-53037,Collector,B,$50-100k,0.0,0,,False
H-53038,Local street,B,Under $50k,0.0,0,,False
H-53039,Local street,B,Under $50k,0.0,0,,False
H-53040,Local street,B,Under $50k,0.16666666666666666,12,0.0,False
H-53041,Local street,B,$50-100k,0.0,0,,False
H-53042,Local street,B,Under $50k,0.0,0,,False
H-53043,Local street,B,Under $50k,0.0,0,,False
H-53045,Arterial,B,Under $50k,1.0,45,0.0,True
H-53046,Arterial,B,Under $50k,1.0,39,0.0,True
H-53047,Local street,B,Under $50k,0.6666666666666666,22,0.0,True
H-53048,Local street,B,$50-100k,0.0,0,,False
H-53049,Local street,E,$150k+,0.0,0,,False
H-53050,Local street,E,$150k+,0.0,0,,False
H-53051,Local street,E,$150k+,0.0,0,,False
H-53052,Local street,E,$150k+,0.0,0,,False
H-53053,Local street,E,$150k+,0.0,0,,False
H-53054,Local street,E,$150k+,0.0,0,,False
H-53055,Local street,E,$100-150k,1.0,37,0.0,True
H-53056,Local street,E,$100-150k,1.0,40,0.0,True
H-53057,Local street,E,$100-150k,1.0,46,0.0,True
H-53058,Local street,E,$50-100k,1.0,40,0.0,True
H-53059,Local street,H,,0.25,26,0.0,False
H-53060,Local street,H,,0.0,0,,False
H-53061,Local street,H,,0.0,0,,False
H-53062,Local street,H,,0.0,0,,False
H-53063,Local street,H,,0.0,0,,False
H-53064,Local street,H,,0.0,0,,False
H-53065,Collector,H,,0.0,0,,False
H-53066,Local street,H,,0.0,0,,False
H-53067,Local street,H,,0.0,0,,False
H-53068,Local street,H,,0.0,0,,False
H-53069,Local street,H,Under $50k,0.0,0,,False
H-53070,Collector,H,Under $50k,0.0,0,,False
H-53071,Local street,H,,0.0,0,,False
H-53072,Local street,H,,0.0,0,,False
H-53073,Collector,C,$150k+,1.0,84,0.8571428571428571,True
H-53074,Collector,C,$150k+,1.0,45,1.0,True
H-53075,Local street,C,$150k+,0.15384615384615385,47,1.0,False
H-53076,Local street,C,$150k+,0.18181818181818182,57,0.6140350877192983,False
H-53077,Arterial,C,$150k+,1.0,244,0.610655737704918,True
H-53078,Arterial,C,$150k+,1.0,301,0.7109634551495017,True
H-53080,Local street,C,$150k+,0.16666666666666666,48,1.0,False
H-53081,Local street,C,$150k+,0.16666666666666666,55,0.6363636363636364,False
H-53082,Local street,C,$150k+,1.0,165,1.0,True
H-53083,Local street,C,$150k+,1.0,89,1.0,True
H-53085,Arterial,C,$150k+,1.0,211,0.5402843601895735,True
H-53086,Local street,C,$100-150k,0.0,0,,False
H-53087,Local street,C,$100-150k,0.0,0,,False
H-53088,Local street,C,$100-150k,0.125,18,0.0,False
H-53089,Local street,C,$100-150k,0.0,0,,False
H-53090,Local street,C,,0.0,0,,False
H-53091,Local street,C,,0.14285714285714285,20,0.0,False
H-53092,Local street,C,,0.0,0,,False
H-53093,Local street,C,$100-150k,0.0,0,,False
H-53095,Arterial,C,$100-150k,1.0,63,0.0,True
H-53096,Local street,C,$100-150k,0.0,0,,False
H-53097,Local street,C,$100-150k,0.0,0,,False
H-53098,Local street,E,$50-100k,0.0,0,,False
H-53099,Local street,E,$50-100k,0.0,0,,False
H-53100,Local street,E,$50-100k,0.0,0,,False
H-53101,Local street,H,Under $50k,1.0,50,0.0,True
H-53102,Local street,H,Under $50k,1.0,80,0.0,True
H-53103,Local street,H,Under $50k,1.0,57,0.0,True
H-53104,Local street,H,Under $50k,1.0,49,0.0,True
H-53106,Arterial,H,Under $50k,1.0,89,0.0,True
H-53107,Arterial,H,Under $50k,1.0,62,0.0,True
H-53108,Local street,H,Under $50k,1.0,93,0.0,True
H-53110,Local street,H,,0.16666666666666666,12,0.0,False
H-53112,Collector,H,,0.9285714285714286,176,0.0,True
H-53113,Local street,H,$50-100k,0.0,0,,False
H-53114,Local street,H,$50-100k,0.0,0,,False
H-53115,Local street,H,$50-100k,0.0,0,,False
H-53116,Local street,H,$50-100k,0.0,0,,False
H-53117,Local street,H,$50-100k,0.0,0,,False
H-53118,Local street,H,$50-100k,0.0,0,,False
H-53119,Local street,H,$50-100k,0.0,0,,False
H-53120,Collector,H,$50-100k,0.0,0,,False
H-53121,Local street,H,$50-100k,0.0,0,,False
H-53122,Local street,H,$50-100k,0.0,0,,False
H-53123,Collector,H,$50-100k,0.0,0,,False
H-53124,Local street,E,$50-100k,0.0,0,,False
H-53125,Local street,E,$50-100k,0.0,0,,False
H-53126,Local street,E,$50-100k,0.0,0,,False
H-53127,Local street,E,$50-100k,0.0,0,,False
H-53128,Local street,B,,1.0,32,0.0,True
H-53129,Local street,B,,0.6666666666666666,10,0.0,True
H-53130,Local street,B,,1.0,73,0.0,True
H-53131,Local street,B,,1.0,34,0.0,True
H-53132,Local street,B,,0.3333333333333333,12,0.0,False
H-53133,Local street,B,,0.6666666666666666,12,0.0,True
H-53134,Local street,B,,1.0,47,0.0,True
H-53135,Local street,B,,0.16666666666666666,12,0.0,False
H-53137,Local street,E,$100-150k,0.0,0,,False
H-53141,Local street,E,$150k+,0.0,0,,False
H-53142,Local street,E,$150k+,0.0,0,,False
H-53143,Local street,E,$150k+,0.0,0,,False
H-53144,Local street,E,$100-150k,1.0,39,0.0,True
H-53145,Local street,B,Under $50k,0.2,12,0.0,False
H-53146,Arterial,B,Under $50k,1.0,33,0.0,True
H-53147,Local street,B,Under $50k,1.0,62,0.0,True
H-53148,Arterial,B,Under $50k,1.0,76,0.0,True
H-53149,Local street,B,Under $50k,1.0,44,0.0,True
H-53150,Local street,B,Under $50k,1.0,54,0.0,True
H-53151,Local street,B,,0.0,0,,False
H-53152,Local street,B,,0.0,0,,False
H-53153,Local street,B,,0.0,0,,False
H-53154,Local street,B,,0.0,0,,False
H-53155,Local street,B,,0.0,0,,False
H-53156,Collector,H,,1.0,58,0.0,True
H-53157,Local street,H,,1.0,201,0.0,True
H-53158,Local street,H,Under $50k,1.0,93,0.0,True
H-53159,Collector,H,,1.0,61,0.0,True
H-53160,Local street,H,Under $50k,1.0,49,0.0,True
H-53161,Local street,H,Under $50k,1.0,58,0.0,True
H-53162,Local street,H,Under $50k,1.0,91,0.0,True
H-53163,Local street,H,Under $50k,1.0,49,0.0,True
H-53164,Local street,H,Under $50k,1.0,82,0.07317073170731707,True
H-53165,Local street,E,$50-100k,1.0,50,0.0,True
H-53166,Local street,E,$150k+,0.0,0,,False
H-53167,Local street,E,$150k+,0.0,0,,False
H-53168,Local street,H,Under $50k,1.0,98,0.0,True
H-53169,Local street,H,Under $50k,1.0,118,0.0,True
H-53170,Local street,H,Under $50k,1.0,120,0.0,True
H-53172,Arterial,B,$50-100k,1.0,539,0.07050092764378478,True
H-53174,Arterial,B,$50-100k,1.0,455,0.06593406593406594,True
H-53179,Arterial,H,,1.0,135,0.0,True
H-53181,Local street,E,$100-150k,0.0,0,,False
H-53182,Local street,E,$100-150k,0.0,0,,False
H-53183,Local street,E,$100-150k,0.0,0,,False
H-53184,Local street,E,$100-150k,0.0,0,,False
H-53186,Collector,H,$50-100k,1.0,72,0.0,True
H-53187,Arterial,H,$50-100k,1.0,60,0.0,True
H-53189,Arterial,H,$50-100k,1.0,45,0.0,True
H-53191,Arterial,H,Under $50k,1.0,216,0.17592592592592593,True
H-53192,Arterial,H,$50-100k,1.0,73,0.136986301369863,True
H-53193,Arterial,H,Under $50k,1.0,133,0.0,True
H-53194,Arterial,H,Under $50k,1.0,106,0.009433962264150943,True
H-53196,Arterial,H,Under $50k,1.0,89,0.0,True
H-53199,Arterial,H,Under $50k,1.0,77,0.0,True
H-53200,Arterial,H,Under $50k,1.0,192,0.0,True
H-53203,Local street,E,$100-150k,1.0,99,0.0,True
H-53204,Local street,E,$100-150k,1.0,64,0.0,True
H-53205,Local street,E,$100-150k,1.0,123,0.0,True
H-53206,Local street,E,$100-150k,1.0,130,0.0,True
H-53207,Local street,E,$100-150k,1.0,33,0.0,True
H-53208,Local street,E,$100-150k,1.0,40,0.0,True
H-53209,Local street,E,$100-150k,1.0,38,0.0,True
H-53215,Arterial,B,$50-100k,0.3333333333333333,28,0.6428571428571429,False
H-53216,Local street,B,,0.0,0,,False
H-53224,Arterial,B,Under $50k,1.0,112,0.24107142857142858,True
H-53228,Arterial,B,Under $50k,1.0,86,0.23255813953488372,True
H-53229,Arterial,B,Under $50k,1.0,265,0.5094339622641509,True
H-53230,Arterial,B,Under $50k,1.0,131,0.48854961832061067,True
H-53231,Arterial,B,Under $50k,1.0,117,0.5042735042735043,True
H-53232,Arterial,B,Under $50k,1.0,56,0.3392857142857143,True
H-53238,Arterial,B,Under $50k,1.0,155,0.12903225806451613,True
H-53239,Arterial,B,Under $50k,1.0,123,0.11382113821138211,True
H-53240,Arterial,B,Under $50k,1.0,587,0.08006814310051108,True
H-53242,Local street,B,Under $50k,0.125,40,0.125,False
H-53243,Arterial,B,Under $50k,1.0,103,0.2621359223300971,True
H-53244,Arterial,B,Under $50k,1.0,221,0.23076923076923078,True
H-53245,Arterial,B,Under $50k,1.0,329,0.3009118541033435,True
H-53246,Arterial,B,Under $50k,1.0,106,0.2641509433962264,True
H-53248,Arterial,B,Under $50k,1.0,97,0.38144329896907214,True
H-53249,Local street,B,Under $50k,0.07142857142857142,37,0.08108108108108109,False
H-53250,Arterial,B,Under $50k,1.0,400,0.1,True
H-53251,Arterial,B,Under $50k,1.0,345,0.10144927536231885,True
H-53254,Arterial,B,Under $50k,1.0,59,0.11864406779661017,True
H-53255,Arterial,B,Under $50k,1.0,72,0.08333333333333333,True
H-53256,Major arterial,B,Under $50k,1.0,43,0.06976744186046512,True
H-53257,Major arterial,B,Under $50k,1.0,484,0.05165289256198347,True
H-53259,Arterial,B,Under $50k,1.0,72,0.05555555555555555,True
H-53261,Arterial,B,Under $50k,1.0,1232,0.007305194805194805,True
H-53262,Arterial,B,Under $50k,1.0,765,0.011764705882352941,True
H-53263,Major arterial,B,Under $50k,1.0,472,0.006355932203389831,True
H-53264,Arterial,B,Under $50k,1.0,272,0.05514705882352941,True
H-53266,Arterial,B,,1.0,49,0.0,True
H-53268,Local street,B,,0.4,67,0.0,False
H-53298,Local street,B,Under $50k,0.7272727272727273,180,0.03333333333333333,True
H-53299,Arterial,B,Under $50k,1.0,238,0.20588235294117646,True
H-53302,Local street,B,Under $50k,1.0,242,0.0,True
H-53303,Local street,B,Under $50k,1.0,127,0.007874015748031496,True
H-53304,Arterial,B,Under $50k,1.0,371,0.1347708894878706,True
H-53305,Collector,B,Under $50k,1.0,67,0.1791044776119403,True
H-53307,Arterial,B,Under $50k,1.0,155,0.3419354838709677,True
H-53308,Arterial,B,$50-100k,1.0,231,0.3593073593073593,True
H-53309,Arterial,B,$50-100k,1.0,101,0.297029702970297,True
H-53312,Arterial,B,Under $50k,1.0,106,0.3113207547169811,True
H-53313,Arterial,B,Under $50k,1.0,92,0.22826086956521738,True
H-53314,Arterial,B,Under $50k,1.0,92,0.07608695652173914,True
H-53316,Arterial,B,Under $50k,1.0,530,0.13584905660377358,True
H-53331,Major arterial,B,Under $50k,1.0,173,0.0,True
H-53332,Arterial,B,Under $50k,1.0,723,0.0677731673582296,True
H-53333,Collector,B,Under $50k,0.2,85,0.047058823529411764,False
H-53336,Collector,B,Under $50k,0.0,0,,False
H-53338,Collector,B,Under $50k,1.0,134,0.022388059701492536,True
H-53339,Arterial,B,Under $50k,1.0,2184,0.02197802197802198,True
H-53353,Arterial,B,$50-100k,1.0,769,0.035110533159947985,True
